,price,locali,superficie,bagni,piano
10367,95000,2,47.0,1,1.0
10368,370000,4,91.0,2,2.0
10369,225000,3,130.0,2,0.0
10370,135000,2,75.0,1,0.0
10371,259000,3,100.0,2,4.0
10372,800000,5,226.0,3,2.0
10373,140000,2,50.0,1,0.0
10374,330000,2,85.0,2,3.0
10375,69000,1,39.0,1,0.0
10376,159000,2,70.0,1,1.0
10377,1600000,4,220.0,3,3.0
10378,209000,2,71.0,1,1.0
10379,1900000,5,200.0,3,6.0
10380,8300000,5,440.0,3,4.0
10381,229999,4,80.0,2,0.5
10382,365000,3,90.0,1,2.0
10383,740000,3,97.0,2,5.0
10384,149000,3,72.0,1,2.0
10385,659000,5,160.0,2,3.0
10386,279000,4,119.0,2,3.0
10387,139000,3,60.0,1,2.0
10388,190000,2,47.0,1,-1.0
10389,356500,3,90.0,1,1.0
10390,295000,3,97.0,1,2.0
10391,188000,3,67.0,1,2.0
10392,463500,4,117.0,2,1.0
10393,1450000,5,400.0,3,1.0
10394,860000,5,210.0,3,2.0
10395,356500,3,90.0,1,1.0
10396,189000,3,90.0,2,0.5
10397,140000,3,67.0,1,3.0
10398,195000,3,75.0,1,2.0
10399,499000,4,115.0,2,1.0
10400,229000,3,70.0,1,0.0
10401,539000,5,150.0,2,2.0
10402,898000,3,145.0,2,1.0
10403,250000,5,140.0,2,1.0
10404,155000,3,60.0,1,2.0
10405,740000,5,180.0,3,0.0
10406,258000,3,112.0,2,6.0
10407,440000,3,110.0,1,4.0
10408,329000,3,96.0,1,1.0
10409,165000,3,95.0,1,2.0
10410,290000,3,120.0,2,2.0
10411,329000,3,105.0,1,3.0
10412,689000,5,148.0,1,2.0
10413,650000,4,165.0,1,2.0
10414,159000,2,70.0,1,4.0
10415,209000,3,92.0,1,4.0
10416,250000,3,100.0,1,5.0
10417,180000,2,80.0,1,1.0
10418,225000,2,81.0,1,0.0
10419,295000,4,120.0,2,4.0
10420,229000,2,60.0,1,0.0
10421,95000,1,45.0,1,1.0
10422,585000,5,148.0,2,0.0
10423,380000,4,110.0,2,0.0
10424,429000,4,130.0,2,0.0
10425,1980000,5,260.0,3,1.0
10426,1350000,4,145.0,2,4.0
10427,239000,2,55.0,1,1.0
10428,205000,2,67.0,1,2.0
10429,158000,3,83.0,2,2.0
10430,238000,2,65.0,1,2.0
10431,150000,3,80.0,1,1.0
10432,549000,5,224.0,3,0.0
10433,420000,4,154.0,2,3.0
10434,99000,2,47.0,1,1.0
10435,475000,4,110.0,2,4.0
10436,590000,4,160.0,2,6.0
10437,120000,2,43.0,1,0.0
10438,895000,5,250.0,3,0.0
10439,189000,3,100.0,2,0.0
10440,179000,2,70.0,1,0.0
10441,239000,4,90.0,1,6.0
10442,270000,3,90.0,1,7.0
10443,164000,2,63.0,1,3.0
10444,169000,1,47.0,1,6.0
10445,235000,3,110.0,1,4.0
10446,410000,3,95.0,2,7.0
10447,269000,3,80.0,2,1.0
10448,239000,4,115.0,1,1.0
10449,125000,3,90.0,1,2.0
10450,245000,5,115.0,1,1.0
10451,209000,2,65.0,1,4.0
10452,539000,5,160.0,3,1.0
10453,165000,3,90.0,1,0.0
10454,1245000,5,218.0,3,5.0
10455,390000,3,75.0,2,1.0
10456,129000,2,63.0,1,0.0
10457,199000,2,66.0,1,1.0
10458,390000,3,102.0,2,5.0
10459,389000,3,110.0,2,1.0
10460,560000,5,200.0,2,2.0
10461,650000,5,160.0,2,5.0
10462,369000,3,145.0,2,0.0
10463,205000,2,60.0,1,0.0
10464,690000,5,165.0,2,5.0
10465,149000,3,70.0,1,3.0
10466,239000,4,115.0,1,1.0
10467,250000,4,110.0,2,0.0
10468,260000,3,80.0,2,1.0
10469,95000,3,110.0,2,0.0
10470,110000,2,75.0,1,2.0
10471,664000,5,180.0,3,3.0
10472,375000,3,96.0,1,0.0
10473,420000,3,100.0,2,5.0
10474,345000,3,96.0,2,0.0
10475,109000,2,65.0,1,3.0
10476,380000,3,90.0,2,3.0
10477,189000,2,40.0,1,1.0
10478,219000,2,77.0,1,1.0
10479,520000,5,158.0,2,0.0
10480,620000,4,113.0,2,1.0
10481,355000,2,76.0,1,4.0
10482,185000,3,63.0,1,3.0
10483,158310,3,81.0,1,2.0
10484,175000,3,85.0,2,2.0
10485,329000,3,143.0,2,2.0
10486,580000,3,90.0,2,3.0
10487,249000,2,60.0,1,0.0
10488,135000,2,60.0,1,0.5
10489,207000,2,47.0,1,0.0
10490,129000,2,45.0,1,1.0
10491,235000,3,100.0,2,1.0
10492,329000,3,90.0,1,2.0
10493,349000,3,80.0,1,0.0
10494,355000,3,104.0,1,0.0
10495,249000,3,70.0,1,4.0
10496,900000,5,190.0,3,6.0
10497,184000,3,100.0,2,0.0
10498,210000,4,87.0,1,1.0
10499,225000,3,110.0,2,0.0
10500,260000,2,85.0,1,1.0
10501,349000,3,70.0,2,3.0
10502,170000,2,56.0,1,1.0
10503,149000,3,100.0,1,3.0
10504,430000,5,170.0,3,2.0
10505,189000,2,80.0,1,4.0
10506,109000,2,50.0,1,0.0
10507,449000,3,113.0,2,1.0
10508,129000,2,53.0,1,0.5
10509,519000,4,106.0,2,3.0
10510,220000,5,90.0,1,2.0
10511,550000,5,130.0,2,2.0
10512,159000,2,60.0,1,3.0
10513,1450000,5,280.0,3,1.0
10514,129000,1,40.0,1,1.0
10515,229000,2,80.0,1,-1.0
10516,99000,2,75.0,1,3.0
10517,650000,5,164.0,2,2.0
10518,189000,5,130.0,2,0.0
10519,890000,4,230.0,3,1.0
10520,597000,5,160.0,2,4.0
10521,225000,2,69.0,1,0.0
10522,64000,2,38.0,1,-1.0
10523,375000,3,80.0,1,4.0
10524,335000,4,107.0,2,3.0
10525,299000,3,101.0,1,2.0
10526,155000,2,55.0,1,1.0
10527,190000,3,92.0,1,1.0
10528,378000,3,85.0,2,1.0
10529,1300000,5,228.0,3,0.0
10530,265000,3,90.0,2,1.0
10531,150000,2,55.0,1,1.0
10532,179000,3,90.0,2,0.0
10533,445000,4,140.0,2,0.5
10534,600000,5,162.0,2,3.0
10535,345000,4,85.0,2,5.0
10536,165000,3,60.0,1,0.0
10537,1260000,5,200.0,2,0.0
10538,339000,2,60.0,1,7.0
10539,139000,2,60.0,1,1.0
10540,610000,5,120.0,1,4.0
10541,217000,3,100.0,1,5.0
10542,149000,2,54.0,1,4.0
10543,125000,3,70.0,1,2.0
10544,179000,3,65.0,1,3.0
10545,770000,3,145.0,2,1.0
10546,147000,3,86.0,1,1.0
10547,150000,2,70.0,1,2.0
10548,178000,2,50.0,1,0.0
10549,149000,3,70.0,1,1.0
10550,205000,3,90.0,1,1.0
10551,399000,3,132.0,2,0.0
10552,160000,3,84.0,1,0.0
10553,99000,2,61.0,1,2.0
10554,950000,5,190.0,3,2.0
10555,224000,4,100.0,2,1.0
10556,85000,4,110.0,2,2.0
10557,220000,2,50.0,1,2.0
10558,169000,3,85.0,1,1.0
10559,1490000,4,220.0,2,3.0
10560,2200000,5,340.0,3,1.0
10561,219000,2,60.0,1,3.0
10562,238000,3,75.0,1,3.0
10563,370000,3,103.0,2,3.0
10564,473000,4,167.0,2,1.0
10565,289000,3,120.0,2,1.0
10566,238000,4,96.0,2,0.0
10567,180000,2,56.0,1,3.0
10568,378000,4,130.0,2,4.0
10569,170000,2,65.0,1,6.0
10570,245000,3,80.0,2,0.0
10571,130000,4,80.0,1,1.0
10572,1200000,5,200.0,2,5.0
10573,680000,5,180.0,2,5.0
10574,159000,4,106.0,1,4.0
10575,2150000,5,260.0,3,2.0
10576,860000,5,200.0,2,6.0
10577,320000,4,95.0,2,4.0
10578,470000,3,100.0,1,1.0
10579,159000,3,90.0,1,0.5
10580,155000,2,60.0,1,2.0
10581,118000,2,50.0,1,0.0
10582,249000,3,100.0,1,0.5
10583,165000,3,86.0,2,1.0
10584,289000,3,80.0,1,6.0
10585,200000,3,80.0,2,4.0
10586,215000,2,56.0,1,0.0
10587,670000,3,116.0,2,1.0
10588,399000,4,120.0,2,4.0
10589,135000,3,75.0,1,1.0
10590,200000,3,100.0,1,1.0
10591,239000,3,89.0,1,6.0
10592,147000,2,55.0,1,2.0
10593,640000,3,90.0,2,3.0
10594,205000,3,80.0,2,4.0
10595,290000,3,97.0,2,2.0
10596,249000,3,75.0,2,1.0
10597,119000,2,52.0,1,1.0
10598,219000,3,85.0,2,1.0
10599,159000,2,60.0,1,1.0
10600,185000,1,50.0,1,6.0
10601,320000,3,120.0,1,1.0
10602,495000,4,145.0,2,3.0
10603,247000,3,115.0,2,1.0
10604,209000,2,50.0,1,0.5
10605,253000,2,60.0,1,3.0
10606,270000,3,118.0,2,1.0
10607,340000,4,135.0,2,0.5
10608,319000,3,90.0,1,7.0
10609,270000,5,130.0,2,1.0
10610,229000,2,65.0,1,0.0
10611,185000,2,51.0,1,0.0
10612,639000,5,180.0,3,0.0
10613,469000,5,140.0,2,0.0
10614,189000,4,90.0,1,2.0
10615,349000,3,86.0,1,2.0
10616,349000,4,125.0,2,4.0
10617,228000,4,115.0,2,3.0
10618,369000,4,115.0,1,1.0
10619,595000,5,153.0,2,1.0
10620,135000,2,56.0,1,3.0
10621,210000,2,68.0,1,3.0
10622,130000,1,20.0,1,0.0
10623,199000,2,72.0,1,0.0
10624,159000,2,57.0,1,2.0
10625,69000,2,45.0,1,0.0
10626,249000,4,160.0,2,1.0
10627,389000,4,94.0,2,1.0
10628,190000,2,60.0,1,0.0
10629,219000,3,90.0,2,1.0
10630,749000,4,180.0,3,0.0
10631,299000,3,100.0,2,5.0
10632,269000,3,105.0,1,3.0
10633,289000,3,80.0,1,1.0
10634,400000,5,120.0,2,1.0
10635,349000,3,85.0,1,6.0
10636,210000,2,55.0,1,2.0
10637,495000,3,85.0,2,2.0
10638,399000,3,100.0,2,4.0
10639,369000,3,96.0,2,1.0
10640,290000,2,66.0,1,1.0
10641,138000,3,77.0,1,2.0
10642,410000,3,110.0,2,4.0
10643,245000,3,100.0,2,0.0
10644,230000,3,75.0,1,2.0
10645,485000,3,110.0,2,7.0
10646,99000,2,50.0,1,3.0
10647,450000,5,157.0,2,-1.0
10648,522000,4,133.0,2,1.0
10649,188000,3,85.0,2,5.0
10650,119000,2,55.0,1,1.0
10651,149000,2,55.0,1,4.0
10652,130000,3,90.0,1,0.5
10653,530000,4,150.0,2,3.0
10654,245000,3,77.0,2,1.0
10655,210000,2,65.0,1,1.0
10656,540000,2,85.0,1,5.0
10657,208500,2,43.0,1,1.0
10658,199000,5,105.0,1,1.0
10659,415000,2,81.0,1,4.0
10660,295000,3,80.0,1,5.0
10661,265000,4,100.0,2,0.0
10662,430000,4,125.0,2,4.0
10663,165000,3,70.0,1,0.0
10664,245000,3,95.0,2,0.0
10665,460000,4,150.0,2,1.0
10666,215000,3,85.0,2,1.0
10667,295000,3,80.0,1,2.0
10668,279000,3,90.0,2,2.0
10669,209000,3,80.0,2,2.0
10670,333000,3,100.0,2,2.0
10671,330000,3,85.0,1,0.0
10672,609000,3,120.0,2,1.0
10673,170000,2,65.0,1,5.0
10674,145000,2,65.0,1,3.0
10675,320000,3,96.0,1,3.0
10676,399000,3,100.0,1,1.0
10677,145000,3,80.0,2,0.0
10678,260000,3,90.0,2,-1.0
10679,300000,3,100.0,2,3.0
10680,180000,3,95.0,2,1.0
10681,480000,4,130.0,2,2.0
10682,410000,3,80.0,1,1.0
10683,550000,5,197.0,3,0.0
10684,165000,2,63.0,1,2.0
10685,220000,5,92.0,2,0.0
10686,55000,2,26.0,1,-1.0
10687,460000,3,100.0,2,2.0
10688,195000,2,55.0,1,0.0
10689,345000,3,87.0,2,2.0
10690,169000,3,90.0,1,2.0
10691,128000,1,40.0,1,2.0
10692,289000,3,100.0,2,1.0
10693,205000,4,81.0,2,0.0
10694,449000,4,135.0,2,3.0
10695,1090000,5,160.0,1,2.0
10696,610000,1,81.0,1,0.0
10697,300000,3,85.0,1,1.0
10698,298000,4,130.0,2,2.0
10699,190000,3,85.0,1,3.0
10700,185000,2,55.0,1,1.0
10701,319000,4,105.0,2,2.0
10702,216500,4,114.0,1,3.0
10703,199000,3,95.0,2,0.5
10704,115000,2,54.0,1,0.0
10705,175000,2,70.0,2,1.0
10706,425000,5,145.0,2,0.0
10707,345000,4,130.0,2,2.0
10708,309000,3,82.0,2,3.0
10709,450000,3,95.0,1,1.0
10710,598000,5,200.0,3,0.0
10711,1350000,5,240.0,3,2.0
10712,395000,3,108.0,1,1.0
10713,220000,2,52.0,1,2.0
10714,225000,2,60.0,1,3.0
10715,239000,3,100.0,2,1.0
10716,342000,3,91.0,1,0.0
10717,430000,4,172.0,2,0.0
10718,259000,2,51.0,1,4.0
10719,463500,4,117.0,2,1.0
10720,356400,3,90.0,1,1.0
10721,199000,2,65.0,1,2.0
10722,484000,4,128.0,2,1.0
10723,135000,1,30.0,1,0.0
10724,225000,4,96.0,2,2.0
10725,129000,2,45.0,1,0.5
10726,255000,3,90.0,1,5.0
10727,99000,3,85.0,1,0.0
10728,430000,2,86.0,1,3.0
10729,150000,3,65.0,1,2.0
10730,489000,5,130.0,2,1.0
10731,180000,4,99.0,2,3.0
10732,235000,2,80.0,1,2.0
10733,430000,4,125.0,3,2.0
10734,235000,3,86.0,2,1.0
10735,319000,4,115.0,1,3.0
10736,335000,2,65.0,1,3.0
10737,460000,4,150.0,2,2.0
10738,480000,3,130.0,2,2.0
10739,278000,4,110.0,2,0.0
10740,395000,4,145.0,3,5.0
10741,179000,2,73.0,1,1.0
10742,169000,3,95.0,2,1.0
10743,155000,2,40.0,1,0.0
10744,790000,5,170.0,3,1.0
10745,175000,3,70.0,1,0.0
10746,480000,4,100.0,2,2.0
10747,295000,5,125.0,2,2.0
10748,132500,2,40.0,1,3.0
10749,149000,2,50.0,1,0.5
10750,160000,2,40.0,1,0.0
10751,235000,3,84.0,2,2.0
10752,179000,3,98.0,1,1.0
10753,230000,4,103.0,1,2.0
10754,155000,3,70.0,1,2.0
10755,115000,2,50.0,1,2.0
10756,499000,5,148.0,3,2.0
10757,129000,3,91.0,1,2.0
10758,120000,2,57.0,1,1.0
10759,249000,3,85.0,1,2.0
10760,109000,2,56.0,1,2.0
10761,355000,3,100.0,2,0.0
10762,469000,5,162.0,3,1.0
10763,339000,3,78.0,1,0.0
10764,470000,5,161.0,2,1.0
10765,172000,3,81.0,1,1.0
10766,195000,2,60.0,1,3.0
10767,275000,3,275.0,1,2.0
10768,189000,3,75.0,1,0.0
10769,330000,2,53.0,1,8.0
10770,229000,2,60.0,1,0.0
10771,189000,2,60.0,1,1.0
10772,259000,3,90.0,1,0.5
10773,135000,3,65.0,1,0.5
10774,195000,2,105.0,1,2.0
10775,192000,3,91.0,2,1.0
10776,48000,1,20.0,1,2.0
10777,179000,2,65.0,1,0.0
10778,395000,5,145.0,2,2.0
10779,278000,2,60.0,1,3.0
10780,259000,4,180.0,2,0.5
10781,199000,4,115.0,1,1.0
10782,219000,3,85.0,1,0.0
10783,155000,3,90.0,1,3.0
10784,549000,5,240.0,3,0.0
10785,195000,2,65.0,1,2.0
10786,539000,4,140.0,2,2.0
10787,179000,2,70.0,1,0.0
10788,675000,5,150.0,2,1.0
10789,457500,5,236.0,2,9.0
10790,345000,4,105.0,1,3.0
10791,310000,4,85.0,2,5.0
10792,125000,3,60.0,1,0.5
10793,295000,4,148.0,2,1.0
10794,355000,4,136.0,2,6.0
10795,519000,4,150.0,2,3.0
10796,219000,3,90.0,2,1.0
10797,105000,3,70.0,1,1.0
10798,795000,5,223.0,2,0.5
10799,189000,4,65.0,1,0.0
10800,240000,3,100.0,1,3.0
10801,68000,2,35.0,1,0.5
10802,129000,4,72.0,1,2.0
10803,280000,4,90.0,1,0.5
10804,480000,4,95.0,1,1.0
10805,248000,3,95.0,2,0.0
10806,479000,4,170.0,2,2.0
10807,174000,3,85.0,1,3.0
10808,400000,5,113.0,2,3.0
10809,190000,2,70.0,1,5.0
10810,179000,3,72.0,1,2.0
10811,435000,5,117.0,2,2.0
10812,299000,3,100.0,2,2.0
10813,179000,2,70.0,1,0.0
10814,99000,2,52.0,1,1.0
10815,99000,2,45.0,1,2.0
10816,179000,2,70.0,1,0.0
10817,420000,5,145.0,2,3.0
10818,290000,4,110.0,2,4.0
10819,359000,3,101.0,2,8.0
10820,430000,2,60.0,1,3.0
10821,890000,5,240.0,3,0.5
10822,140000,3,75.0,1,0.5
10823,390000,2,70.0,1,8.0
10824,60000,2,65.0,1,5.0
10825,120000,3,120.0,1,5.0
10826,245000,3,70.0,1,0.0
10827,550000,5,130.0,2,0.0
10828,249000,3,85.0,1,2.0
10829,730000,5,300.0,3,0.0
10830,95000,2,60.0,1,3.0
10831,145000,3,75.0,2,0.0
10832,249000,3,94.0,1,7.0
10833,245000,3,75.0,1,3.0
10834,555000,4,140.0,2,3.0
10835,790000,3,90.0,2,0.5
10836,165000,4,107.0,1,3.0
10837,398000,3,95.0,2,0.0
10838,389000,4,120.0,1,4.0
10839,129000,3,80.0,1,0.5
10840,189000,2,75.0,1,2.0
10841,109000,3,60.0,1,3.0
10842,780000,5,200.0,3,1.0
10843,120000,4,85.0,1,5.0
10844,220500,3,120.0,2,0.0
10845,169000,4,80.0,2,1.0
10846,116000,1,42.0,1,2.0
10847,75000,1,42.0,1,-1.0
10848,1300000,5,215.0,3,2.0
10849,220000,3,160.0,1,-1.0
10850,135000,4,85.0,2,2.0
10851,159000,3,85.0,2,1.0
10852,145000,3,75.0,2,1.0
10853,350000,3,97.0,2,0.0
10854,169000,4,100.0,2,3.0
10855,160000,3,65.0,1,1.0
10856,279000,3,96.0,2,4.0
10857,130000,2,60.0,1,3.0
10858,270000,3,101.0,1,6.0
10859,895000,5,180.0,3,1.0
10860,229000,2,57.0,1,2.0
10861,200000,4,125.0,2,0.0
10862,199000,2,65.0,1,3.0
10863,228000,2,66.0,1,7.0
10864,269000,2,60.0,1,2.0
10865,235000,4,123.0,2,2.0
10866,235000,3,85.0,2,1.0
10867,385000,4,100.0,2,2.0
10868,199000,3,80.0,1,3.0
10869,139000,2,78.0,1,2.0
10870,269000,2,60.0,1,0.5
10871,220000,2,67.0,1,4.0
10872,320000,3,82.0,1,2.0
10873,490000,5,207.0,1,0.5
10874,465000,4,120.0,2,5.0
10875,310000,2,50.0,1,2.0
10876,129000,2,50.0,1,4.0
10877,299000,2,80.0,1,5.0
10878,650000,5,170.0,2,1.0
10879,315000,5,125.0,1,6.0
10880,1180000,5,230.0,3,3.0
10881,435000,4,129.0,1,3.0
10882,139000,2,65.0,1,4.0
10883,770000,4,130.0,2,4.0
10884,175000,3,80.0,1,2.0
10885,220000,3,90.0,2,1.0
10886,259000,4,95.0,1,4.0
10887,380000,2,120.0,1,0.0
10888,395000,4,105.0,1,2.0
10889,320000,3,80.0,1,5.0
10890,249000,5,140.0,2,1.0
10891,530000,3,85.0,2,3.0
10892,415000,3,100.0,1,2.0
10893,440000,3,80.0,3,1.0
10894,169000,3,105.0,2,1.0
10895,216000,3,75.0,2,1.0
10896,395000,4,134.0,2,0.5
10897,1200000,4,140.0,3,1.0
10898,185000,3,84.0,1,1.0
10899,460000,5,152.0,2,1.0
10900,130000,2,60.0,1,3.0
10901,740000,4,145.0,2,1.0
10902,155000,1,42.0,1,1.0
10903,159000,2,45.0,1,4.0
10904,295000,4,130.0,2,1.0
10905,85000,2,40.0,1,0.5
10906,159000,3,90.0,1,2.0
10907,295000,3,98.0,1,0.0
10908,280000,4,110.0,2,0.0
10909,240000,3,95.0,1,4.0
10910,325000,3,85.0,2,1.0
10911,250000,2,50.0,1,6.0
10912,139000,2,70.0,1,2.0
10913,215000,3,100.0,1,2.0
10914,199000,3,70.0,1,1.0
10915,310000,3,82.0,2,1.0
10916,480000,3,110.0,2,4.0
10917,152000,2,60.0,1,1.0
10918,250000,2,62.0,1,0.0
10919,199000,3,75.0,1,2.0
10920,155000,2,50.0,1,0.0
10921,385000,3,95.0,1,3.0
10922,199000,2,55.0,1,0.0
10923,303500,5,260.0,3,1.0
10924,230000,2,65.0,1,1.0
10925,165000,3,90.0,1,1.0
10926,299000,4,130.0,2,1.0
10927,685000,5,162.0,3,4.0
10928,113000,1,33.0,1,0.0
10929,120000,2,35.0,1,0.0
10930,379000,3,127.0,1,4.0
10931,419000,4,130.0,2,5.0
10932,915000,5,180.0,2,1.0
10933,310000,4,99.0,2,5.0
10934,220000,3,100.0,2,0.0
10935,155000,4,80.0,2,3.0
10936,1250000,5,240.0,3,6.0
10937,1400000,5,140.0,2,3.0
10938,525000,4,132.0,2,0.0
10939,695000,4,143.0,1,1.0
10940,319000,4,116.0,2,1.0
10941,118000,2,60.0,1,0.0
10942,1870000,5,250.0,2,3.0
10943,699000,5,170.0,2,3.0
10944,105000,2,44.0,1,0.0
10945,795000,5,130.0,2,5.0
10946,189000,2,55.0,1,0.0
10947,255000,3,70.0,2,0.0
10948,480000,4,133.0,2,1.0
10949,290000,5,182.0,2,2.0
10950,166800,4,158.0,2,4.0
10951,325000,5,120.0,2,-1.0
10952,1090000,5,250.0,3,3.0
10953,169000,2,65.0,1,1.0
10954,45000,2,40.0,1,0.0
10955,219000,5,166.0,2,1.0
10956,255000,2,80.0,1,2.0
10957,189000,2,80.0,1,4.0
10958,230000,4,125.0,1,1.0
10959,269000,4,120.0,2,3.0
10960,325000,3,100.0,2,3.0
10961,248000,2,60.0,2,1.0
10962,159000,2,54.0,1,3.0
10963,248000,4,102.0,1,10.0
10964,290000,3,130.0,2,1.0
10965,234000,3,85.0,2,1.0
10966,175000,1,32.0,1,1.0
10967,129000,3,80.0,1,0.0
10968,210000,3,94.0,2,1.0
10969,240000,2,74.0,1,2.0
10970,165000,2,59.0,1,1.0
10971,112000,2,40.0,1,1.0
10972,720000,5,157.0,2,6.0
10973,130000,2,67.0,1,0.5
10974,252000,3,66.0,1,0.5
10975,155000,3,80.0,1,1.0
10976,159000,2,52.0,1,0.0
10977,199000,3,100.0,1,3.0
10978,285000,5,200.0,3,0.0
10979,870000,5,160.0,2,2.0
10980,219000,2,93.0,1,0.5
10981,210000,2,70.0,1,3.0
10982,460000,5,202.0,2,0.0
10983,215000,3,90.0,2,3.0
10984,348000,5,205.0,3,2.0
10985,320000,2,65.0,1,2.0
10986,670000,5,150.0,2,1.0
10987,315000,2,70.0,1,4.0
10988,169000,3,66.0,2,0.0
10989,560000,5,150.0,2,2.0
10990,150000,2,60.0,1,1.0
10991,458000,4,145.0,2,3.0
10992,134000,2,55.0,1,0.0
10993,190000,3,68.0,1,-1.0
10994,169000,2,65.0,1,1.0
10995,440000,3,79.0,2,1.0
10996,270000,5,150.0,2,3.0
10997,390000,4,115.0,2,2.0
10998,450000,4,130.0,2,3.0
10999,258000,4,122.0,2,0.0
11000,450000,4,120.0,1,1.0
11001,315000,4,139.0,2,2.0
11002,525000,5,183.0,2,2.0
11003,169000,2,65.0,1,4.0
11004,290000,5,182.0,2,2.0
11005,475000,4,120.0,2,1.0
11006,390000,3,97.0,2,1.0
11007,3250000,5,500.0,3,5.0
11008,239000,4,79.0,1,4.0
11009,229000,2,65.0,1,6.0
11010,249000,3,116.0,2,0.5
11011,219000,4,135.0,2,2.0
11012,610000,5,135.0,2,3.0
11013,259000,4,135.0,2,2.0
11014,250000,3,74.0,1,1.0
11015,125000,2,55.0,1,3.0
11016,380000,5,130.0,3,3.0
11017,430000,4,120.0,1,2.0
11018,249000,4,130.0,2,1.0
11019,295000,3,75.0,2,0.0
11020,370000,3,140.0,2,4.0
11021,387000,3,92.0,1,4.0
11022,180000,1,25.0,1,0.0
11023,360000,4,125.0,1,3.0
11024,125000,1,30.0,1,0.0
11025,170000,3,70.0,1,4.0
11026,359000,3,125.0,2,3.0
11027,340000,3,84.0,1,2.0
11028,299000,3,98.0,2,3.0
11029,349000,3,110.0,1,2.0
11030,315000,5,90.0,1,8.0
11031,845000,3,130.0,2,3.0
11032,170000,2,50.0,1,2.0
11033,181200,4,126.0,2,2.0
11034,99000,2,40.0,1,0.0
11035,185000,2,60.0,1,4.0
11036,319000,4,94.0,2,0.5
11037,299000,5,145.0,1,3.0
11038,305000,4,100.0,2,7.0
11039,155000,2,62.0,1,1.0
11040,179000,3,75.0,1,3.0
11041,265000,4,135.0,2,2.0
11042,230000,3,90.0,2,1.0
11043,375000,5,145.0,2,1.0
11044,238000,3,72.0,1,1.0
11045,249000,2,65.0,1,2.0
11046,179000,3,84.0,2,1.0
11047,210000,2,72.0,1,2.0
11048,240000,3,66.0,1,2.0
11049,280000,4,80.0,1,2.0
11050,389000,4,90.0,2,6.0
11051,300000,2,80.0,1,0.0
11052,259000,3,99.0,1,1.0
11053,225000,3,80.0,1,1.0
11054,379000,4,140.0,2,2.0
11055,530000,4,147.0,2,3.0
11056,249000,4,112.0,2,2.0
11057,850000,5,200.0,3,3.0
11058,720000,5,100.0,2,4.0
11059,119000,4,80.0,1,1.0
11060,239000,4,96.0,2,3.0
11061,275000,3,91.0,2,3.0
11062,1000000,5,200.0,3,1.0
11063,1200000,5,180.0,3,2.0
11064,607366,4,124.0,2,3.0
11065,1150000,4,125.0,3,1.0
11066,550000,5,160.0,3,6.0
11067,265000,3,94.0,1,4.0
11068,155000,2,55.0,1,3.0
11069,459000,3,90.0,2,0.0
11070,700000,2,69.0,1,2.0
11071,550000,5,96.0,2,0.0
11072,470000,2,85.0,1,4.0
11073,339000,3,100.0,1,2.0
11074,270000,3,65.0,1,0.5
11075,399000,5,140.0,2,2.0
11076,450000,4,159.0,2,2.0
11077,845000,5,192.0,2,3.0
11078,175000,3,100.0,2,2.0
11079,380000,5,145.0,2,3.0
11080,410000,3,119.0,2,1.0
11081,385000,2,70.0,1,4.0
11082,278000,2,55.0,1,0.0
11083,210000,2,70.0,1,2.0
11084,550000,4,147.0,3,3.0
11085,950000,5,230.0,3,3.0
11086,101925,2,77.0,1,2.0
11087,299000,4,145.0,2,4.0
11088,210000,4,88.0,2,1.0
11089,240000,3,73.0,1,2.0
11090,490000,4,163.0,1,0.5
11091,740000,4,137.0,2,5.0
11092,207000,2,55.0,1,0.0
11093,389000,3,105.0,2,0.5
11094,495000,3,110.0,2,6.0
11095,480000,4,130.0,2,4.0
11096,96000,2,50.0,1,3.0
11097,725000,4,120.0,2,3.0
11098,570000,4,160.0,2,0.0
11099,225000,2,50.0,1,5.0
11100,129000,4,105.0,1,0.0
11101,365000,4,108.0,2,3.0
11102,335000,2,44.0,1,2.0
11103,189000,3,66.0,2,-1.0
11104,225000,3,82.0,2,0.5
11105,131000,2,45.0,1,1.0
11106,490000,5,160.0,2,3.0
11107,125000,2,50.0,1,0.0
11108,129000,2,46.0,1,1.0
11109,235000,2,73.0,1,0.0
11110,535000,4,140.0,1,3.0
11111,780000,5,210.0,2,3.0
11112,167000,3,65.0,1,0.5
11113,350000,3,120.0,2,4.0
11114,90000,1,35.0,1,-1.0
11115,272000,3,75.0,2,0.0
11116,329000,3,110.0,1,0.0
11117,1050000,5,170.0,3,0.0
11118,399000,4,135.0,2,2.0
11119,495000,4,137.0,2,1.0
11120,298000,4,100.0,1,4.0
11121,1290000,5,300.0,1,3.0
11122,225000,3,107.0,1,5.0
11123,480000,4,130.0,2,3.0
11124,275000,2,80.0,1,1.0
11125,750000,5,150.0,3,1.0
11126,179000,2,56.0,1,4.0
11127,298000,3,100.0,2,0.5
11128,359000,4,130.0,2,1.0
11129,1240000,5,370.0,3,1.0
11130,209000,2,60.0,1,5.0
11131,59000,2,44.0,1,1.0
11132,210000,4,138.0,1,2.0
11133,695000,4,125.0,2,3.0
11134,234000,2,65.0,1,7.0
11135,258000,4,122.0,2,0.0
11136,398000,5,90.0,2,1.0
11137,175000,3,70.0,1,1.0
11138,369000,3,130.0,2,3.0
11139,149000,3,90.0,2,4.0
11140,270000,4,120.0,2,5.0
